date,300750,300502,601318,601899,600519,600036,000333,688256,603259,600900,002371,688012,002475,601166,600030,603986,688981,601398,601138,002384,300059,002594,688008,688041,600183,000725,600276,601211,601288,600919,000651,300394,002463,601328,600887,603993,600150,300476,300408,601857,601816,000338,600309,000858,688072,300274,601088,600000,603019,600031,300124,002415,000001,002714,601688,000063,601601,601225,600584,601919,000100,600176,000988,300308,600111,601728,301308,300760,600089,600522,601229,601988,601939,600660,600406,000792,600941,601668,002916,000938,002142,000977,688521,600926,600016,002028,600938,002602,300014,002050,600028,002353,601169,600690,002230,601600,300433,300498,601766,002352,600489,601012,601985,603501,601009,300033,002938,600547,600050,000425,000776,002460,601872,000408,002241,603799,600999,000657,600549,601658,688111,600809,601006,000568,000807,603288,601100,601818,600160,600989,300442,600905,000630,002837,600760,601628,688271,002709,601825,002466,601888,600893,600010,600362,002202,600019,002027,601336,002625,300661
2024-01-02,156.83,47.97,39.47,12.49,1685.01,27.58,54.56,134.9,70.5,23.68,240.3,146.05,33.98,14.83,20.07,89.98,52.96,4.79,14.2,17.71,13.8,192.6,57.62,72.36,17.89,3.87,44.47,14.87,3.66,6.69,32.03,90.0,22.02,5.78,26.27,5.29,29.8,18.23,29.36,7.14,4.89,13.88,75.67,136.0,221.92,85.4,32.38,6.6,39.11,13.76,62.25,33.77,9.21,41.5,13.73,25.6,23.82,21.35,29.53,9.85,4.27,9.78,29.53,110.61,19.25,5.37,85.32,293.47,13.87,12.4,6.0,4.01,6.55,37.68,22.1,15.74,98.73,4.74,70.3,18.84,19.72,32.58,47.78,9.85,3.76,52.65,20.92,5.11,40.85,28.36,5.62,28.45,4.55,20.79,45.1,5.65,13.06,20.23,5.25,39.2,10.13,22.2,7.68,103.0,7.44,154.7,22.17,22.99,4.29,5.61,14.2,41.67,6.05,25.95,20.75,32.08,13.56,,17.24,4.32,303.43,221.79,7.28,172.87,12.34,37.22,55.23,2.9,16.2,14.83,24.54,4.37,3.31,27.6,42.34,27.99,139.65,24.22,5.77,55.42,80.6,37.14,1.45,18.08,7.92,6.01,6.14,31.2,14.73,86.22
2024-01-03,155.8,46.52,39.4,12.53,1694.0,27.77,54.45,127.96,70.1,23.76,240.48,145.44,32.67,14.68,20.18,86.06,52.48,4.84,13.88,16.93,13.71,193.17,56.56,72.67,17.52,3.85,44.23,14.96,3.72,6.71,31.8,88.16,21.6,5.85,26.06,5.25,30.25,17.63,28.46,7.28,4.89,14.01,75.55,134.88,220.2,85.17,32.98,6.64,38.42,13.63,61.05,33.06,9.2,41.07,13.9,25.33,24.14,21.5,27.98,9.91,4.26,9.75,29.05,104.99,19.18,5.39,83.02,289.8,14.03,12.3,6.03,4.05,6.62,38.01,22.4,15.76,97.9,4.78,68.68,18.53,19.5,31.81,46.53,9.82,3.76,52.73,21.09,5.2,40.92,26.62,5.71,28.45,4.58,20.76,43.28,5.63,12.86,19.96,5.27,38.79,10.1,22.39,7.95,98.93,7.46,154.4,21.8,22.85,4.32,5.64,14.17,41.76,6.32,26.17,20.05,32.2,13.6,,17.29,4.36,267.0,221.07,7.32,170.6,11.98,37.05,55.93,2.93,16.25,14.99,24.47,4.42,3.26,27.09,42.0,28.11,142.93,24.35,5.83,55.32,80.43,36.86,1.46,18.07,7.92,6.14,6.22,31.52,14.61,82.0
2024-01-04,151.2,47.58,38.9,12.51,1669.0,27.81,55.25,127.6,69.16,23.8,236.25,144.9,32.5,14.62,20.0,81.3,51.88,4.89,13.47,16.6,13.46,193.02,55.89,74.9,17.25,3.8,43.79,14.89,3.77,6.71,31.95,87.3,21.47,5.9,25.97,5.2,29.8,17.43,28.43,7.43,4.81,14.12,75.16,132.32,219.5,82.66,33.43,6.62,38.94,13.49,60.45,32.58,9.11,40.96,13.84,24.94,24.18,22.03,27.08,10.07,4.18,9.58,29.18,104.0,18.76,5.34,82.3,285.81,13.98,12.11,6.06,4.14,6.67,38.1,22.38,15.51,99.19,4.74,67.0,18.22,19.08,31.17,45.7,9.76,3.76,52.8,21.33,5.12,39.6,27.05,5.69,28.7,4.61,20.8,41.7,5.6,12.64,19.8,5.24,38.25,10.07,21.98,7.97,98.17,7.46,152.8,21.25,22.9,4.28,5.56,14.1,40.72,6.46,26.95,19.67,31.26,13.48,,17.15,4.39,271.75,217.5,7.38,165.0,11.79,35.81,54.16,2.94,16.39,14.73,24.18,4.38,3.27,26.67,41.28,26.85,145.81,23.66,5.87,53.66,78.6,36.43,1.44,18.13,7.79,6.15,6.16,30.95,14.37,78.07
2024-01-05,150.9,44.72,38.97,12.47,1663.36,28.29,55.6,125.1,68.11,23.74,234.13,144.2,32.5,14.81,19.79,79.7,50.58,4.87,13.3,16.32,13.28,192.68,55.66,71.73,16.98,3.79,41.95,14.89,3.73,6.81,32.98,84.25,20.55,5.91,26.12,5.27,29.52,16.89,28.22,7.49,4.76,14.15,75.2,131.24,216.5,80.15,33.45,6.68,37.23,13.41,60.0,32.43,9.27,40.44,13.82,24.55,24.23,22.12,26.73,10.01,4.23,9.46,27.92,100.03,18.47,5.34,81.97,283.69,13.92,11.73,6.1,4.12,6.65,38.31,22.19,15.41,98.25,4.77,66.56,17.69,19.5,30.16,45.16,10.12,3.81,52.91,21.18,5.02,39.49,27.0,5.62,29.14,4.65,21.41,40.94,5.56,12.43,19.83,5.21,38.24,9.92,21.58,7.93,97.66,7.53,148.9,20.7,22.85,4.25,5.52,14.11,41.98,6.46,26.69,19.78,30.73,13.47,,16.95,4.46,269.95,215.22,7.37,163.1,11.83,34.95,53.91,2.98,16.7,14.6,23.7,4.35,3.25,25.81,40.0,26.8,139.73,22.94,5.97,54.0,77.02,35.13,1.43,17.97,7.67,6.18,6.19,30.88,14.02,78.36
2024-01-08,150.0,43.96,38.45,12.3,1643.99,28.13,55.0,122.09,67.46,23.6,226.18,137.73,31.33,14.7,19.42,77.61,49.5,4.88,13.08,15.73,13.07,189.4,54.6,68.41,16.54,3.88,41.11,14.68,3.72,6.81,32.9,83.77,19.96,5.89,26.15,5.32,29.45,16.53,26.49,7.47,4.67,13.98,73.63,128.1,206.6,80.35,33.65,6.59,35.8,13.25,58.8,31.68,9.15,39.07,13.52,23.4,23.9,22.25,25.91,9.96,4.29,9.3,27.41,98.8,18.09,5.35,79.15,279.1,13.95,11.53,6.07,4.1,6.66,38.64,21.92,15.08,98.39,4.72,64.72,17.08,19.03,29.62,43.56,9.95,3.76,52.82,21.17,4.91,39.15,26.07,5.57,28.46,4.65,21.19,40.01,5.56,11.97,19.51,5.17,38.3,9.73,21.61,7.93,94.31,7.46,154.3,20.16,22.33,4.19,5.47,13.94,42.67,6.49,26.77,19.39,29.88,13.18,,16.64,4.43,260.4,213.51,7.39,160.16,11.7,34.51,53.07,2.97,16.75,14.6,23.08,4.29,3.24,25.11,38.58,26.24,138.1,22.32,5.99,53.65,75.4,34.52,1.41,18.0,7.58,6.15,6.29,30.17,13.65,74.91
2024-01-09,148.7,45.33,38.38,12.43,1641.0,28.17,55.17,119.02,67.4,23.54,228.08,136.36,31.46,14.68,19.46,77.7,48.45,4.88,13.19,15.65,13.1,192.86,56.55,69.17,16.85,3.78,41.2,14.53,3.72,6.85,33.49,85.49,20.96,5.88,26.31,5.35,29.09,16.89,26.57,7.46,4.73,14.1,72.32,127.81,200.6,82.01,34.05,6.61,35.39,13.21,59.79,31.15,9.18,38.65,13.47,23.77,23.67,22.41,25.78,9.71,4.29,9.35,27.76,101.32,18.27,5.29,78.02,281.76,14.1,11.45,6.13,4.1,6.66,38.15,21.83,15.1,97.86,4.77,64.84,17.18,19.41,29.64,42.6,10.0,3.8,52.52,21.1,4.89,39.15,26.28,5.58,27.95,4.67,21.41,40.16,5.54,12.17,19.49,5.22,38.96,9.61,22.24,8.0,95.0,7.53,145.39,20.01,22.39,4.07,5.47,13.9,43.28,6.27,26.9,19.34,30.09,13.17,,16.66,4.39,256.37,211.01,7.41,159.8,11.75,34.61,54.97,2.96,16.25,14.55,22.9,4.3,3.32,25.66,38.63,26.36,140.79,22.54,6.04,55.21,80.22,34.34,1.41,18.4,7.62,6.14,6.19,29.85,13.77,74.4
2024-01-10,150.66,44.39,37.82,12.28,1641.5,28.05,55.22,118.45,67.62,23.34,226.8,136.94,31.22,14.61,19.46,76.58,47.47,4.85,12.91,15.75,12.98,190.29,54.94,67.99,16.5,3.72,41.5,14.41,3.71,6.84,33.67,83.23,20.43,5.84,26.57,5.29,29.16,16.57,26.43,7.41,4.74,14.03,73.0,128.8,197.73,85.44,33.85,6.57,34.3,13.23,57.27,30.35,9.09,36.73,13.51,23.8,22.73,22.4,25.61,9.35,4.22,9.33,26.7,100.0,18.32,5.19,77.5,277.57,14.12,11.25,6.11,4.04,6.58,38.88,21.63,15.15,96.53,4.75,64.31,17.04,19.44,29.66,44.3,10.01,3.76,52.81,20.74,4.77,39.23,25.92,5.5,28.33,4.67,21.49,39.4,5.51,11.94,19.32,5.2,39.04,9.51,22.23,7.98,93.57,7.53,141.49,19.53,22.57,3.99,5.48,13.82,42.87,6.26,26.91,18.69,30.25,13.13,9.33,16.82,4.38,251.1,213.1,7.37,160.51,11.52,34.82,56.2,2.95,15.99,14.57,22.41,4.29,3.27,25.63,38.28,25.8,136.85,22.93,6.06,55.44,81.7,33.95,1.42,18.14,7.59,6.04,6.11,29.28,13.76,73.38
2024-01-11,154.82,45.91,38.43,12.14,1646.57,28.38,55.0,120.39,71.75,23.18,232.6,137.5,31.3,14.66,19.6,77.86,47.6,4.78,13.15,15.94,13.17,196.78,56.98,68.8,16.76,3.76,41.48,14.43,3.65,6.87,33.59,86.01,20.45,5.75,26.6,5.29,29.6,17.09,25.84,7.23,4.72,14.1,71.48,129.62,200.09,86.9,33.25,6.53,35.34,13.49,56.68,30.86,9.17,36.92,13.64,24.13,22.49,22.15,26.0,9.3,4.28,9.4,27.4,103.39,18.55,5.11,77.34,280.2,14.09,11.64,6.11,3.98,6.5,38.96,21.1,15.46,95.36,4.74,64.74,17.73,19.67,30.75,44.48,10.11,3.72,52.21,20.54,5.18,41.33,25.81,5.36,28.35,4.63,21.47,40.82,5.46,12.26,19.72,5.19,39.45,9.41,22.36,7.88,94.5,7.5,147.45,20.33,22.09,4.02,5.47,13.94,44.52,6.37,27.01,19.12,31.03,13.14,9.22,17.04,4.35,256.7,212.88,7.3,161.76,11.42,34.86,56.19,2.94,15.91,14.25,23.13,4.32,3.26,25.98,39.02,25.86,136.5,24.2,6.21,59.82,82.07,34.01,1.43,18.13,7.72,5.96,6.14,29.24,13.97,73.6
2024-01-12,154.63,44.21,38.03,12.2,1643.06,28.54,55.0,117.15,71.82,23.53,232.0,134.66,30.6,14.69,19.52,76.6,45.83,4.81,12.86,15.72,12.95,195.87,55.59,65.41,16.43,3.72,41.1,14.47,3.7,6.92,33.62,82.95,20.15,5.81,26.75,5.32,29.63,16.68,25.86,7.23,4.75,14.44,70.84,128.75,198.09,87.89,33.62,6.5,34.28,13.32,55.85,30.43,9.19,37.71,13.61,23.56,21.94,22.5,25.72,9.49,4.25,9.41,26.84,100.56,18.33,5.11,75.5,277.0,14.26,11.57,6.14,4.03,6.55,39.0,20.97,15.46,95.3,4.75,63.5,17.4,19.67,30.18,43.13,10.19,3.74,53.9,20.61,5.03,40.76,25.53,5.37,28.42,4.68,21.46,40.19,5.52,11.98,20.02,5.28,38.85,9.43,22.11,7.97,94.39,7.59,144.45,19.96,22.29,4.0,5.52,13.91,43.48,6.45,27.4,18.3,30.66,12.95,8.78,16.99,4.34,257.33,211.47,7.36,159.48,11.64,34.54,56.25,2.97,15.85,14.53,22.7,4.36,3.28,25.84,38.96,25.72,131.8,24.19,6.31,58.15,80.81,33.46,1.43,18.11,7.77,5.92,5.98,28.59,13.98,71.47
